[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1708621936.103000 2/22/2024, 6:12:16 PM
INFO, APPNAME, MPMS MultiVu Application, Revision 1.61,  Build 082
INFO, NAME, Kristine_NCCO_asgrown
INFO, WEIGHT, 0.000
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, Need to measure mass after
INFO, SEQUENCE FILE: ZFCFC_2_50K_10Oe.seq
INFO, BACKGROUND DATA FILE:, None
STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000
STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28
PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES
[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1708624328.994,0,1.000000e+001,2.096280e+001,2.692788e-003,6.582668e-006,3,9.154856e-001,2.444555e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.720295e-001,0.000000e+000,0,,0,
1708624389.707,0,1.000000e+001,2.147486e+001,2.643366e-003,5.953927e-006,3,9.154341e-001,2.252403e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.690807e-001,0.000000e+000,0,,0,
1708624449.271,0,1.000000e+001,2.196502e+001,2.597366e-003,5.752326e-006,3,9.154322e-001,2.214676e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.687107e-001,0.000000e+000,0,,0,
1708624511.252,0,1.000000e+001,2.248113e+001,2.551705e-003,5.919550e-006,3,9.154242e-001,2.319841e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.873398e-001,0.000000e+000,0,,0,
1708624570.590,0,1.000000e+001,2.298006e+001,2.509135e-003,5.437014e-006,3,9.154142e-001,2.166888e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.537399e-001,0.000000e+000,0,,0,
1708624630.570,0,1.000000e+001,2.347977e+001,2.467908e-003,5.234981e-006,3,9.154171e-001,2.121222e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.772099e-001,0.000000e+000,0,,0,
1708624699.212,0,1.000000e+001,2.404996e+001,2.425004e-003,5.119809e-006,3,9.154272e-001,2.111259e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.711693e-001,0.000000e+000,0,,0,
1708624750.807,0,1.000000e+001,2.448223e+001,2.392316e-003,4.567691e-006,3,9.153605e-001,1.909317e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.646500e-001,0.000000e+000,0,,0,
1708624810.669,0,1.000000e+001,2.498202e+001,2.356127e-003,4.827157e-006,3,9.153569e-001,2.048768e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.648388e-001,0.000000e+000,0,,0,
1708624872.392,0,1.000000e+001,2.548921e+001,2.319980e-003,4.918340e-006,3,9.153621e-001,2.119993e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.749115e-001,0.000000e+000,0,,0,
1708624933.225,0,1.000000e+001,2.600210e+001,2.285380e-003,4.447537e-006,3,9.153435e-001,1.946082e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.772614e-001,0.000000e+000,0,,0,
1708624991.719,0,1.000000e+001,2.648928e+001,2.253162e-003,4.073192e-006,3,9.153354e-001,1.807767e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.757107e-001,0.000000e+000,0,,0,
1708625052.952,0,1.000000e+001,2.699976e+001,2.221416e-003,4.010725e-006,3,9.153481e-001,1.805481e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.925011e-001,0.000000e+000,0,,0,
1708625114.810,0,1.000000e+001,2.750474e+001,2.190151e-003,4.151268e-006,3,9.153451e-001,1.895426e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.818008e-001,0.000000e+000,0,,0,
1708625173.273,0,1.000000e+001,2.798849e+001,2.161604e-003,3.469950e-006,3,9.153169e-001,1.605266e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.449699e-001,0.000000e+000,0,,0,
1708625234.808,0,1.000000e+001,2.851414e+001,2.132755e-003,4.292206e-006,3,9.153067e-001,2.012517e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.943092e-001,0.000000e+000,0,,0,
1708625293.001,0,1.000000e+001,2.900818e+001,2.104804e-003,3.630741e-006,3,9.153068e-001,1.724978e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.677303e-001,0.000000e+000,0,,0,
1708625352.799,0,1.000000e+001,2.949793e+001,2.078321e-003,3.413353e-006,3,9.152796e-001,1.642361e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.696491e-001,0.000000e+000,0,,0,
1708625413.608,0,1.000000e+001,3.000465e+001,2.052276e-003,3.414578e-006,3,9.152772e-001,1.663800e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.629105e-001,0.000000e+000,0,,0,
1708625474.922,0,1.000000e+001,3.051952e+001,2.026791e-003,3.276154e-006,3,9.152659e-001,1.616424e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.748905e-001,0.000000e+000,0,,0,
1708625534.398,0,1.000000e+001,3.101527e+001,2.002746e-003,3.024966e-006,3,9.152585e-001,1.510409e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.654415e-001,0.000000e+000,0,,0,
1708625595.152,0,1.000000e+001,3.152011e+001,1.978864e-003,3.052551e-006,3,9.152551e-001,1.542578e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.843090e-001,0.000000e+000,0,,0,
1708625655.554,0,1.000000e+001,3.201883e+001,1.956016e-003,3.180141e-006,3,9.152535e-001,1.625825e-001,,,,,,,,,,,,,,32,3,4.000000e+000,1.776199e-001,0.000000e+000,0,,0,
